序号,文件名,虫子编号,虫子名称,中心点x坐标,中心点y坐标,左上角x坐标,左上角y坐标,右下角x坐标,右下角y坐标
1605,02291.jpg,9,白背飞虱,1778,1366,1739,1329,1818,1404
1606,02292.jpg,0,无,,,,,,
1607,02293.jpg,0,无,,,,,,
1608,02296.jpg,0,无,,,,,,
1609,02298.jpg,0,无,,,,,,
1610,02299.jpg,110,草地螟,2243,3609,2068,3573,2419,3646
1611,02303.jpg,0,无,,,,,,
1612,02305.jpg,0,无,,,,,,
1613,02306.jpg,0,无,,,,,,
1614,02307.jpg,0,无,,,,,,
1615,02308.jpg,41,蝼蛄,3968,3342,3687,3024,4250,3661
1616,02308.jpg,222,棉铃虫,1600,397,1269,75,1932,720
1617,02309.jpg,0,无,,,,,,
1618,02311.jpg,0,无,,,,,,
1619,02312.jpg,0,无,,,,,,
1620,02313.jpg,0,无,,,,,,
1621,02315.jpg,0,无,,,,,,
1622,02316.jpg,0,无,,,,,,
1623,02318.jpg,0,无,,,,,,
1624,02319.jpg,0,无,,,,,,
1625,02320.jpg,9,白背飞虱,2400,708,2371,653,2430,764
1626,02320.jpg,9,白背飞虱,2200,535,2171,487,2229,583
1627,02320.jpg,9,白背飞虱,3779,385,3753,336,3806,435
1628,02321.jpg,0,无,,,,,,
1629,02322.jpg,9,白背飞虱,2265,1732,2230,1661,2300,1804
1630,02322.jpg,10,褐飞虱属,3774,848,3744,810,3804,887
1631,02322.jpg,25,地老虎,1929,168,1637,0,2222,336
1632,02322.jpg,148,黄足猎蝽,3461,579,3231,309,3691,849
1633,02324.jpg,0,无,,,,,,
1634,02325.jpg,0,无,,,,,,
1635,02326.jpg,0,无,,,,,,
1636,02327.jpg,0,无,,,,,,
1637,02330.jpg,0,无,,,,,,
1638,02333.jpg,0,无,,,,,,
1639,02334.jpg,7,二化螟,3380,586,3179,353,3582,820
1640,02335.jpg,0,无,,,,,,
1641,02336.jpg,0,无,,,,,,
1642,02337.jpg,6,大螟,1655,1813,1418,1553,1892,2074
1643,02337.jpg,10,褐飞虱属,1029,484,984,450,1075,519
1644,02337.jpg,156,八点灰灯蛾,2527,670,2175,229,2879,1112
1645,02338.jpg,0,无,,,,,,
1646,02340.jpg,0,无,,,,,,
1647,02342.jpg,0,无,,,,,,
1648,02343.jpg,0,无,,,,,,
1649,02346.jpg,0,无,,,,,,
1650,02349.jpg,0,无,,,,,,
1651,02350.jpg,0,无,,,,,,
1652,02353.jpg,0,无,,,,,,
1653,02355.jpg,0,无,,,,,,
1654,02357.jpg,0,无,,,,,,
1655,02361.jpg,0,无,,,,,,
1656,02363.jpg,10,褐飞虱属,1696,645,1625,611,1767,679
1657,02364.jpg,9,白背飞虱,2799,2430,2748,2397,2850,2463
1658,02366.jpg,0,无,,,,,,
1659,02367.jpg,0,无,,,,,,
1660,02368.jpg,0,无,,,,,,
1661,02369.jpg,9,白背飞虱,4441,1822,4376,1784,4507,1861
1662,02369.jpg,105,粘虫,4737,254,4363,0,5112,508
1663,02370.jpg,0,无,,,,,,
1664,02371.jpg,0,无,,,,,,
1665,02373.jpg,0,无,,,,,,
1666,02374.jpg,0,无,,,,,,
1667,02375.jpg,7,二化螟,2431,1204,2176,1043,2686,1365
1668,02376.jpg,0,无,,,,,,
1669,02378.jpg,0,无,,,,,,
1670,02380.jpg,0,无,,,,,,
1671,02381.jpg,0,无,,,,,,
1672,02385.jpg,0,无,,,,,,
1673,02386.jpg,0,无,,,,,,
1674,02387.jpg,0,无,,,,,,
1675,02394.jpg,0,无,,,,,,
1676,02397.jpg,9,白背飞虱,2744,887,2711,832,2777,943
1677,02398.jpg,9,白背飞虱,2098,3022,2037,2996,2159,3048
1678,02400.jpg,256,蟋蟀,3237,524,2995,115,3480,933
1679,02401.jpg,7,二化螟,1863,3146,1637,3004,2089,3288
1680,02401.jpg,156,八点灰灯蛾,2080,856,1701,448,2460,1265
1681,02402.jpg,7,二化螟,1642,596,1378,501,1906,691
1682,02402.jpg,280,黄毒蛾,2456,896,2197,573,2715,1220
1683,02405.jpg,0,无,,,,,,
1684,02408.jpg,0,无,,,,,,
1685,02409.jpg,115,甜菜夜蛾,2038,2479,1787,2331,2289,2628
1686,02410.jpg,0,无,,,,,,
1687,02411.jpg,148,黄足猎蝽,3227,3328,2986,3023,3468,3633
1688,02411.jpg,280,黄毒蛾,1795,3220,1473,3047,2117,3393
1689,02413.jpg,0,无,,,,,,
1690,02415.jpg,0,无,,,,,,
1691,02420.jpg,7,二化螟,3389,2207,3284,1972,3495,2442
1692,02420.jpg,387,紫条尺蛾,1121,1883,1001,1711,1242,2055
1693,02422.jpg,0,无,,,,,,
1694,02423.jpg,0,无,,,,,,
1695,02425.jpg,0,无,,,,,,
1696,02426.jpg,10,褐飞虱属,2925,845,2870,792,2980,898
1697,02429.jpg,156,八点灰灯蛾,4589,318,4219,0,4959,636
1698,02429.jpg,156,八点灰灯蛾,2602,1919,2187,1522,3018,2316
1699,02429.jpg,156,八点灰灯蛾,1782,525,1390,195,2174,855
1700,02431.jpg,156,八点灰灯蛾,2895,655,2559,308,3231,1002
1701,02431.jpg,280,黄毒蛾,1940,1378,1692,1151,2188,1606
1702,02432.jpg,0,无,,,,,,
1703,02433.jpg,0,无,,,,,,
1704,02435.jpg,0,无,,,,,,
1705,02437.jpg,0,无,,,,,,
1706,02438.jpg,0,无,,,,,,
1707,02440.jpg,0,无,,,,,,
1708,02442.jpg,0,无,,,,,,
1709,02443.jpg,0,无,,,,,,
1710,02444.jpg,0,无,,,,,,
1711,02445.jpg,9,白背飞虱,2986,1369,2933,1319,3040,1419
1712,02445.jpg,156,八点灰灯蛾,4237,543,3827,190,4647,896
1713,02448.jpg,0,无,,,,,,
1714,02450.jpg,0,无,,,,,,
1715,02452.jpg,0,无,,,,,,
1716,02453.jpg,256,蟋蟀,1145,2125,1013,1972,1278,2278
1717,02455.jpg,0,无,,,,,,
1718,02456.jpg,9,白背飞虱,2466,393,2413,318,2519,469
1719,02459.jpg,156,八点灰灯蛾,3309,1561,2956,1025,3662,2097
1720,02460.jpg,0,无,,,,,,
1721,02462.jpg,0,无,,,,,,
1722,02466.jpg,0,无,,,,,,
1723,02467.jpg,0,无,,,,,,
1724,02468.jpg,0,无,,,,,,
1725,02469.jpg,0,无,,,,,,
1726,02470.jpg,0,无,,,,,,
1727,02471.jpg,0,无,,,,,,
1728,02473.jpg,0,无,,,,,,
1729,02476.jpg,0,无,,,,,,
1730,02477.jpg,7,二化螟,3907,1209,3727,986,4087,1432
1731,02477.jpg,9,白背飞虱,2096,876,2047,823,2146,930
1732,02477.jpg,9,白背飞虱,2306,685,2277,623,2336,747
1733,02477.jpg,156,八点灰灯蛾,3797,2399,3487,2051,4107,2747
1734,02477.jpg,222,棉铃虫,3991,3171,3693,2849,4289,3493
1735,02477.jpg,256,蟋蟀,2519,3568,2261,3488,2777,3649
1736,02481.jpg,0,无,,,,,,
1737,02482.jpg,0,无,,,,,,
1738,02483.jpg,0,无,,,,,,
1739,02484.jpg,0,无,,,,,,
1740,02486.jpg,156,八点灰灯蛾,2832,3543,2474,3441,3191,3645
1741,02487.jpg,0,无,,,,,,
1742,02489.jpg,0,无,,,,,,
1743,02491.jpg,0,无,,,,,,
1744,02492.jpg,156,八点灰灯蛾,1474,936,1065,410,1883,1462
1745,02493.jpg,8,稻纵卷叶螟,2554,2306,2389,2141,2719,2471
1746,02493.jpg,8,稻纵卷叶螟,1682,2097,1539,1944,1826,2251
1747,02493.jpg,156,八点灰灯蛾,3569,1124,3296,812,3843,1437
1748,02493.jpg,156,八点灰灯蛾,4361,3152,4004,2680,4718,3625
1749,02493.jpg,280,黄毒蛾,3539,3015,3211,2793,3867,3238
1750,02496.jpg,10,褐飞虱属,1914,565,1876,513,1952,618
1751,02501.jpg,480,石蛾,2808,1299,2725,1139,2892,1459
1752,02502.jpg,0,无,,,,,,
1753,02505.jpg,0,无,,,,,,
1754,02506.jpg,0,无,,,,,,
1755,02508.jpg,0,无,,,,,,
1756,02510.jpg,148,黄足猎蝽,2618,3503,2289,3360,2947,3647
1757,02510.jpg,398,甜菜白带野螟,4332,1279,4150,1105,4515,1453
1758,02511.jpg,0,无,,,,,,
1759,02512.jpg,8,稻纵卷叶螟,3612,663,3470,567,3754,760
1760,02513.jpg,156,八点灰灯蛾,1989,2762,1459,2352,2519,3172
1761,02516.jpg,0,无,,,,,,
1762,02517.jpg,0,无,,,,,,
1763,02518.jpg,0,无,,,,,,
1764,02519.jpg,0,无,,,,,,
1765,02520.jpg,0,无,,,,,,
1766,02523.jpg,0,无,,,,,,
1767,02525.jpg,0,无,,,,,,
1768,02527.jpg,156,八点灰灯蛾,4185,3180,3690,2815,4681,3545
1769,02528.jpg,0,无,,,,,,
1770,02529.jpg,105,粘虫,3776,1040,3400,671,4152,1409
1771,02529.jpg,228,二点委夜蛾,1697,1213,1479,1015,1916,1412
1772,02530.jpg,0,无,,,,,,
1773,02531.jpg,0,无,,,,,,
1774,02532.jpg,0,无,,,,,,
1775,02533.jpg,0,无,,,,,,
1776,02535.jpg,0,无,,,,,,
1777,02536.jpg,7,二化螟,2434,3291,2257,3112,2611,3470
1778,02536.jpg,156,八点灰灯蛾,3527,2114,3117,1732,3937,2496
1779,02536.jpg,485,大黑鳃金龟,1178,2492,957,2262,1400,2722
1780,02537.jpg,0,无,,,,,,
1781,02538.jpg,0,无,,,,,,
1782,02539.jpg,0,无,,,,,,
1783,02542.jpg,9,白背飞虱,3721,2770,3670,2749,3773,2792
1784,02542.jpg,9,白背飞虱,4273,2797,4243,2745,4304,2849
1785,02543.jpg,0,无,,,,,,
1786,02549.jpg,0,无,,,,,,
1787,02550.jpg,0,无,,,,,,
1788,02551.jpg,0,无,,,,,,
1789,02552.jpg,0,无,,,,,,
1790,02553.jpg,0,无,,,,,,
1791,02554.jpg,0,无,,,,,,
1792,02555.jpg,0,无,,,,,,
1793,02557.jpg,105,粘虫,2161,2874,1792,2464,2530,3285
1794,02559.jpg,0,无,,,,,,
1795,02561.jpg,0,无,,,,,,
1796,02562.jpg,0,无,,,,,,
1797,02564.jpg,0,无,,,,,,
1798,02565.jpg,0,无,,,,,,
1799,02566.jpg,10,褐飞虱属,1756,1508,1729,1465,1784,1552
1800,02567.jpg,0,无,,,,,,
1801,02572.jpg,7,二化螟,4632,3484,4451,3329,4813,3640
1802,02573.jpg,0,无,,,,,,
1803,02574.jpg,0,无,,,,,,
1804,02575.jpg,0,无,,,,,,
1805,02576.jpg,0,无,,,,,,
1806,02577.jpg,10,褐飞虱属,3207,1018,3164,961,3251,1076
1807,02577.jpg,10,褐飞虱属,4293,2443,4255,2376,4332,2510
1808,02579.jpg,0,无,,,,,,
1809,02580.jpg,0,无,,,,,,
1810,02582.jpg,0,无,,,,,,
1811,02584.jpg,0,无,,,,,,
1812,02585.jpg,148,黄足猎蝽,2463,442,2291,252,2635,632
1813,02585.jpg,156,八点灰灯蛾,3898,927,3548,506,4248,1348
1814,02585.jpg,156,八点灰灯蛾,1968,1406,1669,984,2267,1829
1815,02585.jpg,485,大黑鳃金龟,2356,1431,2072,1211,2641,1652
1816,02586.jpg,0,无,,,,,,
1817,02589.jpg,156,八点灰灯蛾,1888,707,1494,357,2282,1057
1818,02592.jpg,10,褐飞虱属,1052,3233,997,3202,1107,3264
1819,02595.jpg,0,无,,,,,,
1820,02596.jpg,0,无,,,,,,
1821,02598.jpg,0,无,,,,,,
1822,02599.jpg,0,无,,,,,,
1823,02603.jpg,10,褐飞虱属,1965,1043,1891,992,2040,1094
1824,02603.jpg,25,地老虎,1554,1850,1292,1581,1816,2120
1825,02604.jpg,0,无,,,,,,
1826,02605.jpg,6,大螟,1288,1507,1056,1280,1520,1735
1827,02608.jpg,0,无,,,,,,
1828,02610.jpg,0,无,,,,,,
1829,02611.jpg,0,无,,,,,,
1830,02613.jpg,0,无,,,,,,
1831,02614.jpg,0,无,,,,,,
1832,02615.jpg,0,无,,,,,,
1833,02616.jpg,0,无,,,,,,
1834,02617.jpg,0,无,,,,,,
1835,02618.jpg,0,无,,,,,,
1836,02619.jpg,0,无,,,,,,
1837,02620.jpg,0,无,,,,,,
1838,02621.jpg,0,无,,,,,,
1839,02624.jpg,0,无,,,,,,
1840,02629.jpg,156,八点灰灯蛾,4377,276,3955,6,4799,547
1841,02632.jpg,0,无,,,,,,
1842,02636.jpg,0,无,,,,,,
1843,02637.jpg,105,粘虫,4304,3093,4084,2953,4524,3234
1844,02638.jpg,0,无,,,,,,
1845,02642.jpg,148,黄足猎蝽,3199,1957,3042,1746,3357,2168
1846,02642.jpg,222,棉铃虫,3442,3095,3049,2754,3836,3437
1847,02642.jpg,256,蟋蟀,2855,1745,2635,1524,3075,1966
1848,02643.jpg,0,无,,,,,,
1849,02644.jpg,401,歧角螟,1416,2214,1256,2032,1577,2396
1850,02646.jpg,0,无,,,,,,
1851,02648.jpg,0,无,,,,,,
1852,02650.jpg,8,稻纵卷叶螟,4414,3350,4299,3179,4530,3521
1853,02652.jpg,0,无,,,,,,
1854,02654.jpg,0,无,,,,,,
1855,02656.jpg,0,无,,,,,,
1856,02657.jpg,0,无,,,,,,
1857,02660.jpg,0,无,,,,,,
1858,02662.jpg,0,无,,,,,,
1859,02664.jpg,228,二点委夜蛾,2553,604,2459,464,2647,745
1860,02669.jpg,0,无,,,,,,
1861,02670.jpg,0,无,,,,,,
1862,02672.jpg,0,无,,,,,,
1863,02674.jpg,0,无,,,,,,
1864,02677.jpg,0,无,,,,,,
1865,02678.jpg,0,无,,,,,,
1866,02679.jpg,0,无,,,,,,
1867,02680.jpg,0,无,,,,,,
1868,02681.jpg,0,无,,,,,,
1869,02683.jpg,9,白背飞虱,3826,3279,3761,3238,3892,3320
1870,02683.jpg,148,黄足猎蝽,2014,3572,1773,3493,2255,3651
1871,02684.jpg,0,无,,,,,,
1872,02686.jpg,0,无,,,,,,
1873,02687.jpg,0,无,,,,,,
1874,02689.jpg,0,无,,,,,,
1875,02691.jpg,7,二化螟,1519,404,1371,321,1667,488
1876,02692.jpg,0,无,,,,,,
1877,02694.jpg,0,无,,,,,,
1878,02699.jpg,0,无,,,,,,
1879,02703.jpg,0,无,,,,,,
1880,02704.jpg,0,无,,,,,,
1881,02705.jpg,0,无,,,,,,
1882,02707.jpg,0,无,,,,,,
1883,02708.jpg,9,白背飞虱,2575,3220,2526,3183,2624,3258
1884,02708.jpg,10,褐飞虱属,3666,3198,3620,3143,3713,3253
1885,02708.jpg,156,八点灰灯蛾,1938,290,1437,8,2440,573
1886,02709.jpg,9,白背飞虱,3121,34,3056,1,3186,67
1887,02709.jpg,10,褐飞虱属,3518,529,3466,454,3570,604
1888,02710.jpg,0,无,,,,,,
1889,02712.jpg,0,无,,,,,,
1890,02713.jpg,0,无,,,,,,
1891,02716.jpg,0,无,,,,,,
1892,02719.jpg,0,无,,,,,,
1893,02723.jpg,0,无,,,,,,
1894,02726.jpg,0,无,,,,,,
1895,02727.jpg,0,无,,,,,,
1896,02728.jpg,0,无,,,,,,
1897,02731.jpg,0,无,,,,,,
1898,02734.jpg,0,无,,,,,,
1899,02737.jpg,0,无,,,,,,
1900,02739.jpg,9,白背飞虱,1778,479,1734,441,1822,518
1901,02742.jpg,0,无,,,,,,
1902,02744.jpg,0,无,,,,,,
1903,02746.jpg,0,无,,,,,,
1904,02747.jpg,0,无,,,,,,
1905,02748.jpg,156,八点灰灯蛾,3154,794,2778,422,3531,1166
1906,02750.jpg,0,无,,,,,,
1907,02752.jpg,0,无,,,,,,
1908,02754.jpg,0,无,,,,,,
1909,02755.jpg,0,无,,,,,,
1910,02756.jpg,7,二化螟,1476,1792,1205,1539,1747,2046
1911,02757.jpg,0,无,,,,,,
1912,02758.jpg,0,无,,,,,,
1913,02759.jpg,0,无,,,,,,
1914,02761.jpg,0,无,,,,,,
1915,02765.jpg,0,无,,,,,,
1916,02766.jpg,0,无,,,,,,
1917,02767.jpg,0,无,,,,,,
1918,02768.jpg,0,无,,,,,,
1919,02769.jpg,0,无,,,,,,
1920,02771.jpg,9,白背飞虱,2632,3566,2564,3532,2701,3600
1921,02774.jpg,0,无,,,,,,
1922,02777.jpg,41,蝼蛄,2165,522,1843,0,2487,1045
1923,02779.jpg,0,无,,,,,,
1924,02780.jpg,256,蟋蟀,3368,2901,3092,2536,3645,3267
1925,02781.jpg,0,无,,,,,,
1926,02783.jpg,0,无,,,,,,
1927,02784.jpg,0,无,,,,,,
1928,02785.jpg,0,无,,,,,,
1929,02787.jpg,0,无,,,,,,
1930,02790.jpg,0,无,,,,,,
1931,02792.jpg,280,黄毒蛾,2514,466,2223,278,2806,655
1932,02792.jpg,398,甜菜白带野螟,3609,2714,3474,2499,3744,2929
1933,02798.jpg,0,无,,,,,,
1934,02799.jpg,0,无,,,,,,
1935,02800.jpg,398,甜菜白带野螟,3524,3296,3401,3099,3647,3493
1936,02802.jpg,0,无,,,,,,
1937,02806.jpg,10,褐飞虱属,3011,216,2964,181,3058,251
1938,02806.jpg,156,八点灰灯蛾,4175,1592,3659,1210,4691,1974
1939,02806.jpg,280,黄毒蛾,3089,695,2916,538,3262,853
1940,02809.jpg,0,无,,,,,,
1941,02810.jpg,222,棉铃虫,3839,204,3483,11,4195,398
1942,02811.jpg,7,二化螟,2136,245,1936,43,2337,448
1943,02811.jpg,9,白背飞虱,2079,1905,2024,1884,2134,1926
1944,02812.jpg,0,无,,,,,,
1945,02813.jpg,0,无,,,,,,
1946,02815.jpg,0,无,,,,,,
1947,02817.jpg,0,无,,,,,,
1948,02819.jpg,0,无,,,,,,
1949,02822.jpg,0,无,,,,,,
1950,02826.jpg,156,八点灰灯蛾,1884,1474,1504,1085,2264,1864
1951,02826.jpg,156,八点灰灯蛾,3369,2975,2950,2713,3789,3237
1952,02826.jpg,156,八点灰灯蛾,2812,2336,2418,1926,3207,2746
1953,02826.jpg,156,八点灰灯蛾,4657,3184,4215,2774,5100,3594
1954,02826.jpg,156,八点灰灯蛾,3660,2027,3292,1614,4028,2441
1955,02826.jpg,156,八点灰灯蛾,2439,3352,2029,3082,2850,3622
1956,02826.jpg,156,八点灰灯蛾,4498,1113,4279,697,4718,1529
1957,02826.jpg,156,八点灰灯蛾,2636,1415,2248,1126,3024,1704
1958,02826.jpg,156,八点灰灯蛾,3329,911,2893,457,3765,1366
1959,02827.jpg,0,无,,,,,,
1960,02828.jpg,0,无,,,,,,
1961,02830.jpg,156,八点灰灯蛾,2172,1401,1936,1009,2408,1794
1962,02833.jpg,0,无,,,,,,
1963,02836.jpg,0,无,,,,,,
1964,02837.jpg,0,无,,,,,,
1965,02839.jpg,0,无,,,,,,
1966,02840.jpg,0,无,,,,,,
1967,02841.jpg,0,无,,,,,,
1968,02844.jpg,256,蟋蟀,1467,2236,1269,2128,1666,2344
1969,02847.jpg,0,无,,,,,,
1970,02848.jpg,0,无,,,,,,
1971,02849.jpg,0,无,,,,,,
1972,02850.jpg,0,无,,,,,,
1973,02851.jpg,9,白背飞虱,3731,3067,3671,3003,3791,3131
1974,02852.jpg,10,褐飞虱属,1811,3595,1786,3543,1836,3647
1975,02854.jpg,156,八点灰灯蛾,2103,2749,1715,2455,2491,3044
1976,02854.jpg,156,八点灰灯蛾,2039,728,1683,499,2396,958
1977,02857.jpg,0,无,,,,,,
1978,02861.jpg,256,蟋蟀,3900,426,3674,292,4127,560
1979,02862.jpg,0,无,,,,,,
1980,02863.jpg,0,无,,,,,,
1981,02864.jpg,156,八点灰灯蛾,3542,389,3063,40,4022,738
1982,02866.jpg,0,无,,,,,,
1983,02868.jpg,0,无,,,,,,
1984,02869.jpg,235,甘蓝夜蛾,1835,1130,1594,853,2076,1408
1985,02870.jpg,10,褐飞虱属,4197,1257,4144,1244,4250,1271
1986,02870.jpg,156,八点灰灯蛾,3296,62,3005,0,3588,125
1987,02871.jpg,0,无,,,,,,
1988,02873.jpg,156,八点灰灯蛾,1634,273,1205,16,2063,530
1989,02876.jpg,0,无,,,,,,
1990,02878.jpg,398,甜菜白带野螟,1166,73,964,0,1369,147
1991,02880.jpg,0,无,,,,,,
1992,02881.jpg,156,八点灰灯蛾,2251,3270,1867,2932,2636,3609
1993,02883.jpg,0,无,,,,,,
1994,02884.jpg,7,二化螟,2922,3494,2749,3338,3096,3651
1995,02884.jpg,156,八点灰灯蛾,3186,3288,2757,2989,3615,3588
1996,02884.jpg,387,紫条尺蛾,3480,2245,3241,2070,3719,2421
1997,02886.jpg,0,无,,,,,,
1998,02887.jpg,156,八点灰灯蛾,844,1580,381,1198,1307,1962
1999,02887.jpg,222,棉铃虫,2932,2943,2623,2497,3242,3389
2000,02890.jpg,0,无,,,,,,
2001,02891.jpg,7,二化螟,2375,306,2215,86,2535,526
2002,02891.jpg,222,棉铃虫,4473,2493,4164,2233,4783,2753
2003,02891.jpg,222,棉铃虫,2609,3169,2283,2952,2936,3387
2004,02891.jpg,256,蟋蟀,3709,1358,3447,1241,3972,1476
2005,02894.jpg,0,无,,,,,,
2006,02896.jpg,9,白背飞虱,2189,630,2139,568,2239,693
2007,02898.jpg,0,无,,,,,,
2008,02899.jpg,9,白背飞虱,4351,2309,4324,2291,4378,2328
2009,02900.jpg,0,无,,,,,,
2010,02904.jpg,0,无,,,,,,
2011,02905.jpg,0,无,,,,,,
2012,02906.jpg,0,无,,,,,,
2013,02907.jpg,0,无,,,,,,
2014,02910.jpg,9,白背飞虱,3291,1697,3257,1648,3325,1747
2015,02910.jpg,156,八点灰灯蛾,3472,192,3180,0,3764,385
2016,02910.jpg,156,八点灰灯蛾,2155,2612,1875,2258,2435,2966
2017,02913.jpg,10,褐飞虱属,1784,3168,1739,3144,1829,3193
2018,02915.jpg,0,无,,,,,,
2019,02916.jpg,10,褐飞虱属,1625,448,1564,405,1686,491
2020,02920.jpg,0,无,,,,,,
2021,02921.jpg,0,无,,,,,,
2022,02923.jpg,0,无,,,,,,
2023,02925.jpg,0,无,,,,,,
2024,02927.jpg,0,无,,,,,,
2025,02928.jpg,9,白背飞虱,4279,2824,4253,2760,4306,2888
2026,02929.jpg,10,褐飞虱属,1755,619,1701,592,1809,646
2027,02932.jpg,0,无,,,,,,
2028,02933.jpg,0,无,,,,,,
2029,02934.jpg,222,棉铃虫,1046,1988,738,1683,1355,2294
2030,02935.jpg,9,白背飞虱,1795,3531,1743,3498,1847,3565
2031,02937.jpg,0,无,,,,,,
2032,02939.jpg,0,无,,,,,,
2033,02940.jpg,0,无,,,,,,
2034,02941.jpg,0,无,,,,,,
2035,02942.jpg,0,无,,,,,,
2036,02943.jpg,0,无,,,,,,
2037,02944.jpg,0,无,,,,,,
2038,02946.jpg,10,褐飞虱属,1793,1727,1757,1682,1830,1772
2039,02947.jpg,7,二化螟,3952,174,3692,7,4213,342
2040,02950.jpg,0,无,,,,,,
2041,02953.jpg,0,无,,,,,,
2042,02954.jpg,0,无,,,,,,
2043,02956.jpg,7,二化螟,3747,2895,3574,2741,3920,3050
2044,02958.jpg,0,无,,,,,,
2045,02959.jpg,0,无,,,,,,
2046,02960.jpg,0,无,,,,,,
2047,02961.jpg,148,黄足猎蝽,2521,3534,2298,3411,2744,3657
2048,02962.jpg,0,无,,,,,,
2049,02964.jpg,0,无,,,,,,
2050,02965.jpg,0,无,,,,,,
2051,02966.jpg,0,无,,,,,,
2052,02967.jpg,0,无,,,,,,
2053,02968.jpg,0,无,,,,,,
2054,02969.jpg,0,无,,,,,,
2055,02970.jpg,0,无,,,,,,
2056,02972.jpg,0,无,,,,,,
2057,02973.jpg,0,无,,,,,,
2058,02975.jpg,0,无,,,,,,
2059,02976.jpg,0,无,,,,,,
2060,02978.jpg,0,无,,,,,,
2061,02979.jpg,0,无,,,,,,
2062,02980.jpg,7,二化螟,3630,3249,3379,2968,3881,3530
2063,02982.jpg,7,二化螟,3126,3089,2923,2940,3330,3239
2064,02983.jpg,0,无,,,,,,
2065,02984.jpg,7,二化螟,1387,1415,1161,1246,1614,1585
2066,02984.jpg,228,二点委夜蛾,1466,2606,1280,2399,1653,2814
2067,02985.jpg,0,无,,,,,,
2068,02986.jpg,0,无,,,,,,
2069,02987.jpg,0,无,,,,,,
2070,02992.jpg,0,无,,,,,,
2071,02993.jpg,0,无,,,,,,
2072,02994.jpg,156,八点灰灯蛾,4232,2642,3829,2319,4635,2966
2073,02994.jpg,156,八点灰灯蛾,1642,3023,1298,2631,1986,3416
2074,02994.jpg,156,八点灰灯蛾,3302,426,2787,52,3817,801
2075,02994.jpg,398,甜菜白带野螟,1308,2209,1126,2033,1491,2386
2076,02995.jpg,0,无,,,,,,
2077,02996.jpg,7,二化螟,2703,2354,2564,2059,2842,2649
2078,03004.jpg,0,无,,,,,,
2079,03005.jpg,10,褐飞虱属,2289,620,2245,560,2333,680
2080,03007.jpg,0,无,,,,,,
2081,03009.jpg,0,无,,,,,,
2082,03010.jpg,0,无,,,,,,
2083,03011.jpg,0,无,,,,,,
2084,03012.jpg,0,无,,,,,,
2085,03013.jpg,0,无,,,,,,
2086,03016.jpg,0,无,,,,,,
2087,03017.jpg,8,稻纵卷叶螟,4003,3597,3904,3547,4102,3647
2088,03019.jpg,0,无,,,,,,
2089,03021.jpg,0,无,,,,,,
2090,03022.jpg,0,无,,,,,,
2091,03023.jpg,115,甜菜夜蛾,4428,651,4257,432,4600,871
2092,03023.jpg,222,棉铃虫,2948,623,2600,259,3297,988
2093,03028.jpg,0,无,,,,,,
2094,03029.jpg,6,大螟,1414,540,1179,249,1650,831
2095,03030.jpg,0,无,,,,,,
2096,03033.jpg,156,八点灰灯蛾,2130,733,1669,361,2591,1105
2097,03033.jpg,156,八点灰灯蛾,2833,2149,2426,1886,3240,2413
2098,03033.jpg,156,八点灰灯蛾,3965,2436,3563,2041,4367,2831
2099,03033.jpg,156,八点灰灯蛾,1631,3562,1136,3479,2127,3646
2100,03033.jpg,156,八点灰灯蛾,2074,2056,1805,1774,2343,2339
2101,03033.jpg,156,八点灰灯蛾,2701,1665,2408,1392,2994,1939
2102,03033.jpg,156,八点灰灯蛾,2670,2996,2349,2582,2992,3410
2103,03033.jpg,156,八点灰灯蛾,4067,3290,3502,2940,4633,3640
2104,03033.jpg,156,八点灰灯蛾,2198,3324,1863,2989,2534,3659
2105,03033.jpg,156,八点灰灯蛾,1546,2731,1190,2353,1902,3109
2106,03033.jpg,156,八点灰灯蛾,1494,1780,1159,1389,1830,2172
2107,03034.jpg,156,八点灰灯蛾,1670,1326,1275,960,2066,1693
2108,03036.jpg,0,无,,,,,,
2109,03038.jpg,0,无,,,,,,
2110,03039.jpg,9,白背飞虱,2680,532,2652,478,2708,587
2111,03039.jpg,485,大黑鳃金龟,4089,2880,3784,2686,4395,3075
2112,03046.jpg,10,褐飞虱属,1529,1919,1476,1894,1583,1944
2113,03050.jpg,10,褐飞虱属,3693,2054,3664,2000,3722,2108
2114,03052.jpg,8,稻纵卷叶螟,1783,2973,1629,2812,1938,3135
2115,03052.jpg,256,蟋蟀,2413,2710,2170,2344,2656,3077
2116,03054.jpg,280,黄毒蛾,4394,2066,4124,1845,4665,2287
2117,03055.jpg,0,无,,,,,,
2118,03056.jpg,0,无,,,,,,
2119,03057.jpg,0,无,,,,,,
2120,03059.jpg,0,无,,,,,,
2121,03060.jpg,401,歧角螟,4514,2971,4299,2855,4729,3088
2122,03062.jpg,0,无,,,,,,
2123,03063.jpg,0,无,,,,,,
2124,03064.jpg,7,二化螟,1644,3626,1382,3606,1906,3647
2125,03065.jpg,0,无,,,,,,
2126,03066.jpg,256,蟋蟀,2329,1299,2120,943,2539,1656
2127,03068.jpg,0,无,,,,,,
2128,03072.jpg,0,无,,,,,,
2129,03074.jpg,156,八点灰灯蛾,4113,1405,3552,1027,4674,1784
2130,03075.jpg,0,无,,,,,,
